Questions,Difficulty,Category
Explain Namespace in the Salesforce Lightning components?,2.0,Other
Where can the Lightning components be used?,2.0,Other
Differentiate between component events and application events in the context of Salesforce Lightning.,2.0,Other
Differentiate between Salesforce Classic and Salesforce Lightning.,2.0,Other
What are Component events?,1.0,Other
What are Application events?,1.0,Other
What are the different phases in the application events propagation? ,1.0,Other
What is Lightning App Builder?,1.0,Other
What are bound and unbound expressions?,1.0,Other
What are the different types of attributes that can be used for storing the values?,2.0,SQL
What is the importance of the aura: method tag in the Salesforce Lightning?,1.0,Other
Explain force: record data.,2.0,Other
Explain Lightning: navigation.,2.0,Other
What is FlexiPage?,1.0,Other
What is Lightning Locker in Salesforce Lightning?,1.0,Other
What is the importance of the implements in the Lightning component?,1.0,Other
What is the difference between  and ?,2.0,Other
What is the use of Lightning:recordEditForm?,1.0,Other
What is an action provider and a value provider?,1.0,Other
What are Lightning Web Components(LWC)?,1.0,Other
What is Scratch org?,1.0,Other
What is the use of the meta configuration file in the LWC?,1.0,Other
What is the use of Javascript in the LWC?,1.0,Other
What is the purpose of the force:appHostable interface in the Salesforce Lightning component?,1.0,Other
What is the purpose of the Lightning: action override in the Salesforce Lightning Component?,1.0,Other
What are the tools present in Salesforce Lightning?,1.0,Other
How do the capture phase and bubble phase propagate? ,2.0,Other
How can we define the field-level security in the Salesforce Lightning components?,2.0,Other
"
Find Salesforce Training in Other Regions",,Other
What is automation testing?,1.0,Other
"Is Selenium 2.0 different from Selenium 3.0? If so, how?",2.0,Other
Mention some of the popular tools used for automation testing.,1.0,Other
What is a locator? How can you find elements in Selenium?,2.0,Other
What are the test types supported by Selenium?,1.0,Other
What is XPath?,1.0,Other
Explain the difference between single slash and double slash in XPath.,2.0,Other
Why should you use Selenium for test automation?,2.0,Other
"Does Selenium have any technical limitations? If so, what are those limitations?",1.0,Other
What is an object repository?,1.0,Other
What is the difference between type keys and type commands?,2.0,SQL
What are the advantages of Selenium?,1.0,Other
"Define automation testing, and list down its advantages.",1.0,Other
What are the significant changes/upgrades made to various Selenium versions?,1.0,Other
How many types of WebDriver APIs are available in Selenium?,2.0,Other
What is an exception test in Selenium?,1.0,Other
What is POM (Page Object Model)? What are its advantages?,1.0,Other
What are the different types of annotations used in Selenium? Explain the JUnit annotation linked with Selenium.,2.0,Other
Why do testers choose Selenium over QTP?,2.0,Other
Watch this video on Selenium tutorial:,,Other
What are the four elements that you have to pass in Selenium?,1.0,Other
What is Same-origin Policy? How can we avoid it?,2.0,Other
What are data-driven framework and keyword-driven framework?,1.0,Other
How will you use Selenium to upload a file?,2.0,Other
What is the difference between getwindowhandles() and getwindowhandle()?,2.0,Other
"What is Selenese, and what are the three types of Selenese?",1.0,Other
"If you want to insert a breakpoint in Selenium IDE, how can you do that?",2.0,Other
How do you launch the web browser using WebDriver?,2.0,Other
List down some of the technical challenges with Selenium.,1.0,Other
What is the difference between setSpeed() and sleep() methods?,2.0,Other
What are the different types of waits available in WebDriver?,1.0,Other
How do you handle a frame in WebDriver?,2.0,Other
How do you set the test case priority in TestNG?,2.0,Other
What are the different types of frameworks?,1.0,Other
Describe the difference between Selenium and QTP.,2.0,Other
"In Selenium, what are breakpoints and start points?",1.0,Other
Mention the need for session handling while working with Selenium.,1.0,Other
Mention the types of listeners in TestNG.,1.0,Other
How can we handle Windows-based popups with Selenium?,2.0,Other
"For the database testing in Selenium WebDriver, what API is required?",1.0,SQL
How can you identify an object in Selenium?,2.0,Other
Mention the use of XPath in Selenium testing.,1.0,Other
What is Selenium?,1.0,Other
Can WebDriver test mobile applications?,2.0,Other
Explain how Selenium Grid works.,2.0,Other
Explain the difference between driver.close() and driver.quit() commands in Selenium.,2.0,Other
Explain the difference between findElement() and findElements() in Selenium.,2.0,Other
Mention the types of navigation commands.,1.0,Other
How do you find broken links in Selenium WebDriver?,2.0,Other
"
Find best Selenium Training in Other Regions",,Other
Compare Software Testing Vs. Debugging,2.0,Other
Check out this video on Software Testing Interview Questions:,,Other
Explain Monkey testing.,2.0,Other
What is the difference between baseline and benchmark testing?,2.0,Other
Explain bug life cycle.,2.0,Other
How can we perform Spike testing in JMeter?,2.0,Other
What is Silk Test?,1.0,Other
Define Requirements Traceability Matrix.,1.0,Other
What is elementary process?,1.0,OS
Highlight the role of QA in project development.,,Other
What are the tools of performance testing?,1.0,Other
"
Find best Selenium Training in Other Regions",,Other
Compare ETL Testing with Manual Testing.,2.0,Other
What is ETL?,1.0,Other
Why ETL Testing is required?,2.0,Other
What are the responsibilities of an ETL Tester?,1.0,Other
What are the various tools used in ETL?,1.0,Other
Define ETL Processing.,1.0,Other
What do ETL Testing operations include?,1.0,Other
List a few ETL bugs.,1.0,Other
What is Fact? What are the types of Facts? ,1.0,Other
What are Cubes and OLAP Cubes?,1.0,SQL
Mention the types of Data Warehouse applications. What is the difference between Data Mining and Data Warehousing?,2.0,Other
"
Find best Selenium Training in Other Regions",,Other
What do you understand by software testing?,1.0,Other
When should you stop the testing process?,1.0,OS
What do verification and validation mean in software testing?,1.0,Other
What is static testing? When does it start and what does it cover?,1.0,Other
Define Black-box testing.,1.0,Other
What is a test plan and what does it include?,1.0,Other
What is meant by test coverage?,1.0,Other
Is it possible to achieve 100% testing coverage? How would you ensure it?,2.0,Other
What are unit testing and integration testing?,1.0,Other
Can we do system testing at any stage?,2.0,Other
Mention the different types of software testing.,1.0,Other
What is the difference between a test driver and a test stub?,2.0,Other
What is agile testing and why is it important?,2.0,Other
What do you know about data flow testing?,2.0,Other
What is the purpose of the end-to-end testing?,1.0,Other
"The probability that a server-class application hosted on the cloud is up and running for six long months without crashing is 99.99 percentage. To analyze this type of a scenario, what test you will perform?",1.0,Other
What will you do when a bug turns up during testing?,1.0,Other
Why is it impossible to test a program thoroughly?,2.0,Other
How do you test a product if the requirements are yet to be freezed?,2.0,Other
"If a product is in the production stage and one of its modules gets updated, then is it necessary to ret",,Other
How will you overcome the challenges faced due to the unavailability of proper documentation for testing?,2.0,Other
Is there any difference between retesting and regression testing?,2.0,AI
"As per your understanding, list down the key challenges of software testing.",1.0,Other
What are the different types of functional testing?,1.0,Other
What are functional test cases and non-functional test cases?,1.0,Other
What do you understand by STLC?,1.0,Other
"In software testing, what does a fault mean?",1.0,Other
"Difference between Bug, Defect, and Error.",2.0,Other
How do severity and priority relate to each other?,2.0,Other
List the different types of severity.,1.0,Other
What do you mean by defect detection percentage in software testing?,1.0,OS
What does defect removal efficiency mean in software testing?,1.0,Other
What is the average age of a defect in software testing?,1.0,Other
How do you perform automated testing in your environment?,2.0,AI
"Is there any difference between quality assurance, quality control, and software testing. If so, what is it?",2.0,Other
Tell me about some of the essential qualities an experienced QA or Test Lead must possess.,,Other
What is a Silk Test and why should you use it?,2.0,Other
On the basis of which factors you would consider choosing automated testing over manual testing?,1.0,Other
Tell me the key elements to consider while writing a bug report.,,Other
Is there any difference between bug leakage and bug release?,2.0,Other
What is the difference between performance testing and monkey testing?,2.0,Other
What is exploratory testing?,1.0,Other
What is meant by system testing?,1.0,Other
What are the benefits of test reports?,1.0,Other
What is meant by latent defect?,1.0,Other
"
Find best Selenium Training in Other Regions",,Other
What is External Style Sheet? How would you link to it?,2.0,Other
What are the advantages and disadvantages of using External Style Sheets?,1.0,Other
What are the advantages and disadvantages of Embedded Style Sheets?,1.0,OS
What is CSS selector?,1.0,Other
What is Tweening?,1.0,Other
What is Responsive Web design?,1.0,Other
What is the use of CSS Image sprites?,1.0,Other
What is the syntax to link external style sheet?,1.0,Other
How embedded style can be linked with HTML documents?,2.0,OS
Why imported is an easy way to insert the file?,2.0,Other
"
Find React JS Training in Other Regions",,Other
Compare Jquery & AngularJS,2.0,Other
What is $() in jQuery library?,1.0,Other
What are the advantage of using jQuery?,1.0,Other
Difference between ID selector and class selector in jQuery?,2.0,Other
Difference between $(this) and this keyword in jQuery?,2.0,Other
What is main advantage of loading jQuery library using CDN?,1.0,Other
How do CSS precedence/cascading rules work? How does the !important directive affect the rules?,2.0,Other
What is a class? What is an ID?,1.0,Other
What is Grouping?,1.0,Other
What is HTML?,1.0,Other
What is “Semantic HTML?”,1.0,Other
"
Find React JS Training in Other Regions",,Other
Check out our React Interview Questions and Answers video tutorial on YouTube designed especially for beginners:,,Other
What is the difference between Virtual DOM and Real DOM?,2.0,Other
What is React?,1.0,Other
What is the meaning of Virtual DOM?,1.0,Other
What are some of the important features of React?,1.0,Other
What is the meaning of JSX?,1.0,Other
Can browsers read a JSX file?,2.0,Other
Why is React widely used today?,2.0,Other
Are there any disadvantages to using React?,,Other
Differentiate between Angular and React.,2.0,Other
What is the meaning of the component-based architecture of React?,1.0,Other
How does rendering work in React?,2.0,Other
What are states in React?,1.0,Other
What are props in React?,1.0,Other
What is the use of an arrow function in React?,1.0,Other
What is a higher-order component in React?,1.0,Other
What is the meaning of create-react-app in React?,1.0,Other
What are some of the advantages of using create-react-app in React?,1.0,Other
What is the meaning of Redux?,1.0,Other
What is the difference between props and states?,2.0,Other
What are the three phases of a component life cycle in React?,1.0,Other
What are events in React?,1.0,Other
How are events created in React?,2.0,Other
How is routing in React different from conventional routing?,2.0,Other
Differentiate between Flux and Redux in React.,2.0,Other
Can AJAX be used with React?,2.0,Other
What is the meaning of synthetic events in React?,1.0,Other
What are stateful components in React?,1.0,Other
What are refs in React?,1.0,Other
What are controlled components in React?,1.0,Other
Why is a router required in React?,2.0,Other
What are the components of Redux in React?,1.0,Other
What are the advantages of using Redux?,1.0,Other
What are the disadvantages of using MVC in React?,1.0,Other
What are pure components in React?,1.0,Other
What are higher-order components (HOCs) used for?,1.0,Other
What are keys in React?,1.0,SQL
Differentiate between a controlled component and an uncontrolled component in React.,2.0,Other
How can you tell React to build in the production mode?,2.0,Other
What is the difference between cloneElement and createElement in React?,2.0,Other
What is the use of the second argument that is passed to setState? Is it optional?,1.0,Other
Is there a way to avoid the requirement of binding when using React?,1.0,Other
What is the StrictMode component used in React?,1.0,Other
What would you do if your React application is rendering slowly?,1.0,Other
Can you conditionally add attributes to components in React?,2.0,SQL
Why is props passed to the super() function in React?,2.0,Other
What is the difference between using getInitialState and constructors in React?,2.0,Other
What are the predefined prop types present in React?,1.0,Other
What is React Fiber?,1.0,Other
What are Hooks in React?,1.0,Other
Do you have any certification to boost your candidature for this React.js role?,,Other
"
Find React JS Training in Other Regions",,Other
What is the difference between SOAP and REST?,2.0,Other
What is the use of a namespace in Web Development?,1.0,Other
What are the newly introduced input types in HTML5?,1.0,Other
What are the five elements that support media content in HTML5?,1.0,Other
What is SVG and why is it used?,2.0,Other
What is the use of Canvas in HTML?,1.0,Other
What is the difference between Canvas and SVG?,2.0,Other
How can page loading time be reduced?,2.0,Other
What is the use of CORS?,1.0,Other
What is the difference between localStorage and sessionStorage objects?,2.0,Other
What are some of the new features that are introduced in CSS3?,1.0,Other
What is Responsive Web Design (RWD) in HTML and CSS?,1.0,Other
What are some of the types of CSS that are used?,1.0,Other
What is the use of a selector in CSS?,1.0,Other
Can you give an example of using an ID selector in CSS?,2.0,Other
What is the use of grouping in CSS3?,1.0,Other
What is the use of a class selector in CSS?,1.0,Other
What is the use of Webkit in CSS3?,1.0,Other
What are the uses of child selectors in CSS?,1.0,Other
How does CSS3 help in implementing rounded borders easily?,2.0,Other
What is pagination? How can pagination be implemented?,2.0,Other
What are the components of the CSS box model?,1.0,Other
What are some of the properties of transitions in CSS3?,1.0,Other
What is the use of pseudo-classes in CSS?,1.0,Other
What is the use of media queries in CSS3?,1.0,Other
Why is float used in CSS?,2.0,Other
What is z-index in CSS?,1.0,SQL
Why are external style sheets preferred?,2.0,Other
What is the meaning of long polling in Web Development?,1.0,Other
What are some of the Web Development technologies that you know?,1.0,Other
What is the difference between cookies and local storage?,2.0,Other
What is the difference between XHTML and HTML?,2.0,Other
What are the various data types present in JavaScript?,1.0,Other
How can styles or classes be changed in elements using JavaScript?,2.0,Other
CTA ,,Other
What are the types of popup boxes present in JavaScript?,1.0,Other
What is the difference between &ltwindow.onload> and &ltonDocumentReady>?,2.0,Other
How is type conversion handled in JavaScript?,2.0,Other
What is the meaning of the scope of a variable in JavaScript?,1.0,Other
How are comments used in JavaScript?,2.0,Other
What are undefined and undeclared variables in JavaScript?,1.0,Other
What is the method used to submit forms in JavaScript?,1.0,Other
Why is &ltthis> keyword used a lot in JavaScript?,2.0,Other
What is the use of the &ltdefer> attribute in JavaScript?,1.0,Other
"How can you prioritize SEO, maintainability, performance, and security in a web application?",2.0,Other
What is the result if a jQuery Event Handler returns false?,1.0,Other
What is the use of the each() function in jQuery?,1.0,Other
What is Pair Programming?,1.0,Other
What is the use of the $() function in jQuery?,1.0,Other
What are the advantages of using a Content Delivery Network (CDN) in jQuery?,1.0,Other
What are the types of CDNs supported in jQuery?,1.0,Other
"
Find React JS Training in Other Regions",,Other
Most-Asked Angular Interview Questions and Answers,,Other
What is Angular?,1.0,Other
What are the technologies used in Angular?,1.0,Other
Why were client-side frameworks like Angular introduced?,2.0,SQL
What is the difference between Angular and AngularJS?,2.0,Other
What are some advantages of using Angular?,1.0,Other
What do you mean by data binding?,1.0,Other
What are some disadvantages of using Angular?,1.0,Other
What do you mean by string interpolation?,1.0,Other
What are the differences between Angular decorator and annotation?,2.0,Other
What is an AOT compilation in Angular?,1.0,Other
What are the advantages of AOT?,1.0,Other
What are the components in Angular?,1.0,Other
What are modules in Angular?,1.0,Other
What is DOM?,1.0,Other
What are services in Angular?,1.0,Other
What is the difference between jQuery and Angular?,2.0,Other
What are lifecycle hooks in Angular?,1.0,Other
What are templates?,1.0,Other
What is a two-way data binding?,1.0,Other
What are pipes in Angular?,1.0,Other
What are observables in Angular?,1.0,Other
How are observables different from promises?,2.0,Other
What does Angular Material mean?,1.0,Other
What is RxJS?,1.0,Other
What is bootstrapping?,1.0,Other
What do you mean by dependency injection?,1.0,Other
What are Angular building blocks?,1.0,Other
Explain the MVVM architecture.,2.0,Other
Describe Angular authentication and authorization.,2.0,Other
What is the digest cycle process in Angular?,1.0,OS
What are the distinct types of Angular filters?,1.0,Other
How can one create a service in Angular?,2.0,Other
What does subscribing mean in RxJS?,1.0,Other
What is Angular Router?,1.0,Other
What is REST?,1.0,Other
What is the scope?,1.0,Other
Explain Angular CLI.,2.0,OS
"What is HttpClient, and what are its benefits?",1.0,Other
What is multicasting in Angular?,1.0,Other
What is a directive in Angular?,1.0,Other
What is the role of SPA in Angular?,1.0,Other
Explain different kinds of Angular directives.,2.0,Other
What are the different types of compilers used in Angular?,1.0,Other
What is the purpose of the common module in Angular?,1.0,Other
What are the differences between AngularJS and Angular?,2.0,Other
What are the differences between Angular expressions and JavaScript expressions?,2.0,Other
What is server-side rendering in Angular?,1.0,Other
What is Angular Universal?,1.0,Other
What is the difference between interpolated content and the content assigned to the innerHTML property of a DOM element?,2.0,Other
What are HttpInterceptors in Angular?,1.0,Other
"
Find Best AngularJS Training in Other Regions",,Other
Self Paced Training,,Other
Online Classroom,,Other
"
Find Big Data Hadoop Training in Other Regions	",,Other
Online Classroom,,Other
"
Find Online Machine Learning course in Other Regions	",,AI
Online Classroom,,Other
The Rise in Popularity and Demand for Data Science Courses,,Other
What is Data Science?,1.0,Other
Why is Intellipaat the best choice for Data Science courses?,2.0,Other
Is doing a Data Science course worth it?,,Other
What skills will help during the Data Science training?,1.0,Other
How to learn Data Science?,2.0,Other
Intellipaat’s Data Science Courses,,Other
"
Find Data Science Course Training in Other Regions	",,Other
Self Paced Training,,Other
Online Classroom,,Other
"
Find Python Training in Other Regions	",,Other
Self Paced Training,,Other
Online Classroom,,Other
"
Find Best DevOps Training in Other Regions	",,Other
Online Classroom,,Other
"
Find Ethical Hacker Training in Other Regions	",,Other
Online Classroom,,Other
"
Find Business Analyst Training in Other Regions	",,Other
Self Paced Training,,Other
Online Classroom,,Other
"
Find AWS Training in Other Regions	",,Other
Self Paced Training,,Other
Online Classroom,,Other
"
Find Salesforce Training in Other Regions	",,Other
Self Paced Training,,Other
Online Classroom,,Other
"
Find best Selenium Training in Other Regions	",,Other
Online Classroom,,Other
"
Find Artificial Intelligence Training in other cities	",,AI
Self Paced Training,,Other
Online Classroom,,Other
"
Find Azure Training in Other Regions	",,Other
Online Classroom,,Other
"
Find Cybersecurity Training in Other Regions	",,Other
Online Classroom,,Other
Find Digital Marketing Training in Other Regions,,Other
Large Open Source Community:,,Other
Python Strings,,Other
Python Tuples,,Other
Python Lists,,Other
Python Sets,,Other
Python Dictionary,,Other
While loop:,,Other
for ,,Other
Nested,,Other
try-except block,,Other
“else” block,,Other
“finally” block,,Other
"
Find Python Training in Other Regions",,Other
"
Find AWS Training in Other Regions",,Other
"
Find Best DevOps Training in Other Regions",,Other
Why should you learn Tableau?,2.0,Other
Is Tableau easy to learn? ,,Other
What is the Tableau tool? ,1.0,Other
"
Find Tableau Training in Other Regions",,Other
Check out this Blockchain video by Intellipaat:,,Other
Secure,,Other
Worldwide Adaptation,,Other
Automated Operations,,Other
Open-source Technology,,Other
Distributed Architecture,,OS
Flexible,,Other
"
Find Blockchain Training in Other Regions",,Other
What is Python?,1.0,Other
Python is an interpreted language. Explain.,2.0,Other
What is the difference between lists and tuples?,2.0,Other
What is pep 8?,1.0,Other
What are the Key features of Python?,1.0,Other
How is Memory managed in Python?,2.0,Other
What is PYTHONPATH?,1.0,Other
What are Python Modules?,1.0,Other
What are python namespaces?,1.0,Other
Explain Inheritance in Python with an example?,2.0,Other
What is scope resolution?,1.0,Other
What is a dictionary in Python?,1.0,Other
What are functions in Python?,1.0,Other
What is __init__ in Python?,1.0,Other
What are the common built-in data types in Python?,1.0,Other
Watch this Video on Python for Data Science Tutorial,,Other
What are local variables and global variables in Python?,1.0,Other
What is type conversion in Python?,1.0,Other
How to install Python on Windows and set a path variable?,2.0,Other
What is the difference between Python Arrays and lists?,2.0,Other
Is python case sensitive?,,Other
What does [::-1] do?,1.0,Other
What are Python packages?,1.0,Other
What are decorators in Python?,1.0,Other
Is indentation required in Python?,,Other
"How does break, continue, and pass work?",2.0,Other
How can you randomize the items of a list in place in Python?,2.0,Other
How to comment with multiple lines in Python?,2.0,Other
What type of language is python? Programming or scripting?,1.0,Other
What are negative indexes and why are they used?,2.0,SQL
"Explain split(), sub(), subn() methods of “re” module in Python?",2.0,Other
What do you mean by Python literals?,1.0,Other
What is a map function in Python?,1.0,Other
What are the generators in python?,1.0,Other
What are python iterators?,1.0,Other
Do we need to declare variables with data types in Python?,,Other
What are Dict and List comprehensions?,1.0,Other
How do you write comments in python?,2.0,Other
Is multiple inheritance supported in Python?,,Other
What is the difference between range & xrange?,2.0,Other
What is pickling and unpickling?,1.0,Other
What do you understand by Tkinter?,1.0,Other
Is Python fully object oriented?,,Other
Differentiate between NumPy and SciPy?,2.0,Other
Explain all file processing modes supported in Python?,2.0,Other
What do file-related modules in Python do? Can you name some file-related modules in Python?,2.0,Other
Explain the use of the 'with' statement and its syntax?,2.0,Other
Write a code to display the contents of a file in reverse?,2.0,Other
Which of the following is an invalid statement?,1.0,Other
Write a command to open the file c:\hello.txt for writing?,,Other
What does len() do?,1.0,Other
What does *args and **kwargs mean?,1.0,Other
How will you remove duplicate elements from a list?,2.0,Other
How can files be deleted in Python?,2.0,Other
How will you read a random line in a file?,2.0,Other
Write a Python program to count the total number of lines in a text file?,2.0,Other
What would be the output if I run the following code block?,1.0,Other
"What is the purpose of is, not and in operators?",1.0,Other
"Whenever Python exits, why isn’t all the memory de-allocated?",2.0,Other
How can the ternary operators be used in python?,2.0,Other
How to add values to a python array?,2.0,Other
How to remove values to a python array?,2.0,Other
Write a code to sort a numerical list in Python?,2.0,Other
Can you write an efficient code to count the number of capital letters in a file?,2.0,Other
How will you reverse a list in Python?,2.0,Other
How will you remove the last object from a list in Python?,2.0,Other
How can you generate random numbers in Python?,2.0,Other
How will you convert a string to all lowercase?,2.0,Other
Why would you use NumPy arrays instead of lists in Python?,2.0,Other
What is Polymorphism in Python?,1.0,Other
Define encapsulation in Python?,1.0,Other
What advantages do NumPy arrays offer over (nested) Python lists?,1.0,Other
What is the lambda function in Python?,1.0,Other
What is self in Python?,1.0,Other
What is the difference between append() and extend() methods?,2.0,Other
How does Python Flask handle database requests?,2.0,SQL
What is docstring in Python?,1.0,Other
How is Multithreading achieved in Python?,2.0,Other
What is slicing in Python?,1.0,Other
"What is functional programming? Does Python follow a functional programming style? If yes, list a few methods to implement functionally oriented programming in Python.",1.0,Other
Which one of the following is not the correct syntax for creating a set in Python?,1.0,Other
What is monkey patching in Python?,1.0,Other
What is the difference between / and // operator in Python?,2.0,Other
What is pandas?,1.0,Other
What are dataframes?,1.0,Other
How to combine dataframes in pandas?,2.0,Other
How do you identify missing values and deal with missing values in Dataframe?,2.0,Other
What is regression?,1.0,AI
What is classification?,1.0,AI
How do you split the data in train and test dataset in python?,2.0,Other
What is SVM?,1.0,Other
Write a code to get the indices of N maximum values from a NumPy array?,2.0,Other
What is the easiest way to calculate percentiles when using Python?,1.0,Other
"Write a Python program to check whether a given string is a palindrome or not, without using an iterative method?",2.0,Other
Write a Python program to calculate the sum of a list of numbers?,2.0,Other
Write a program in Python to execute the Bubble sort algorithm?,2.0,DS
Write a program in Python to produce Star triangle?,2.0,Other
Write a program to produce Fibonacci series in Python?,2.0,Other
Write a program in Python to check if a number is prime?,2.0,Other
Write a sorting algorithm for a numerical dataset in Python?,,DS
Write a Program to print ASCII Value of a character in python?,2.0,Other
"
Find Python Training in Other Regions",,Other
What is AWS?,1.0,Other
Give the comparison between AWS and OpenStack.,2.0,Other
What is the importance of buffer in Amazon Web Services?,1.0,Other
"How are Spot Instance, On-demand Instance, and Reserved Instance different from one another?",2.0,Other
Why do we make subnets?,2.0,Other
Is there a way to upload a file that is greater than 100 megabytes in Amazon S3?,,Other
What is the maximum number of S3 buckets you can create?,2.0,Other
How can you save the data on root volume on an EBS-backed machine?,2.0,Other
When should you use the classic load balancer and the application load balancer?,1.0,Other
How many total VPCs per account/region and subnets per VPC can you have?,2.0,Other
"Your organization has decided to have all their workload on the public cloud. But, due to certain security concerns, your organization decides to distribute some of the workload on private servers. You are asked to suggest a cloud architecture for your organization. What will be your suggestion?",1.0,Other
Which one of the storage solutions offered by AWS would you use if you need extremely low pricing and data archiving?,1.0,Other
"You have connected four instances to ELB. To automatically terminate your unhealthy instances and replace them with new ones, which functionality would you use?",1.0,Other
"The data on the root volumes of store-backed and EBS-backed instances get deleted by default when they are terminated. If you want to prevent that from happening, which instance would you use?",1.0,Other
How will you configure an Amazon S3 bucket to serve static assets for your public web application?,2.0,Other
Your organization wants to send and receive compliance emails to its clients using its own email address and domain. What service would you suggest for achieving the same in an easy and cost-effective way?,1.0,Other
"Can you launch Amazon Elastic Compute Cloud (EC2) instances with predetermined private IP addresses? If yes, then with which Amazon service it is possible?",2.0,Other
"If you launched a standby RDS, will it be launched in the same availability zone as your primary?",,Other
What is the name of Amazon's Content Delivery Network ?,1.0,Other
"Which Amazon solution will you use if you want to accelerate moving petabytes of data in and out of AWS, using storage devices that are designed to be secure for data transfer?",1.0,Other
"If you are running your DB instance as Multi-AZ deployment, can you use standby DB instances along with your primary DB instance?",2.0,Other
"Your organization is developing a new multi-tier web application in AWS. Being a fairly new and small organization, there’s limited staff. But, the organization requires high availability. This new application comprises complex queries and table joins. Which Amazon service will be the best solution for your organization’s requirements?",1.0,SQL
"You accidently stopped an EC2 instance in a VPC with an associated Elastic IP. If you start the instance again, what will be the result?",1.0,Other
"Your organization has around 50 IAM users. Now, it wants to introduce a new policy that will affect the access permissions of an IAM user. How can it implement this without having to apply the policy at the individual user level?",2.0,Other
"Your organization is using DynamoDB for its application. This application collects data from its users every 10 minutes and stores it in DynamoDB. Then every day, after a particular time interval, the data (respective to each user) is extracted from DynamoDB and sent to S3. Then, the application visualizes this data to the users. You are asked to propose a solution to help optimize the backend of the application for latency at lower cost. What would you recommend?",1.0,Other
I created a web application with autoscaling. I observed that the traffic on my application is the highest on Wednesdays and Fridays between 9 AM and 7 PM. What would be the best solution for me to handle the scaling?,2.0,Other
"How would you handle a situation where the relational database engine crashes often whenever the traffic to your RDS instances increases, given that the replica of RDS instance is not promoted as the master instance?",2.0,SQL
You have an application running on your Amazon EC2 instance. You want to reduce the load on your instance as soon as the CPU utilization reaches 100 percent. How will you do that?,2.0,Other
What would I have to do if I want to access Amazon Simple Storage buckets and use the information for access audits?,1.0,Other
"I created a key in North Virginia region to encrypt my data in Oregon region. I also added three users to the key and an external AWS account. Then, to encrypt an object in S3, when I tried to use the same key, it was not listed. Where did I go wrong?",1.0,Other
"Suppose, you hosted an application on AWS that lets the users render images and do some general computing. Which of the below listed services can you use to route the incoming user traffic?Classic Load BalancerApplication Load BalancerNetwork Load balancer",2.0,Other
"Suppose, I created a subnet and launched an EC2 instance in the subnet with default settings. Which of the following options will be ready to use on the EC2 instance as soon as it is launched?Elastic IPPrivate IPPublic IPInternet Gateway",1.0,Other
Your organization has four instances for production and another four for testing. You are asked to set up a group of IAM users that can only access the four production instances and not the other four testing instances. How will you achieve this?,2.0,Other
Your organization wants to monitor the read and write IOPS for its AWS MySQL RDS instance and then send real-time alerts to its internal operations team. Which service offered by Amazon can help your organization achieve this scenario?,2.0,SQL
Which of the following services can be used if you want to capture client connection information from your load balancer at a particular time interval?Enabling access logs on your load balancerEnabling CloudTrail for your load balancerEnabling CloudWatch metrics for your load balancer,2.0,Other
You have created a VPC with private and public subnets. In what kind of subnet would you launch the database servers?,1.0,SQL
Is it possible to switch from an Instance-backed root volume to an EBS-backed root volume at any time?,,Other
"Can you change the instance type of the instances that are running in your application tier and are also using autoscaling? If yes, then how? (Choose one of the following)Yes, by modifying autoscaling launch configurationYes, by modifying autoscaling tags configurationYes, by modifying autoscaling policy configurationNo, it cannot be changed",2.0,Other
Can you name the additional network interface that can be created and attached to your Amazon EC2 instance launched in your VPC?,2.0,Other
"Out of the following options, where does the user specify the maximum number of instances with the autoscaling commands?Autoscaling policy configurationAutoscaling groupAutoscaling tags configurationAutoscaling launch configuration",1.0,Other
"Which service provided by AWS can you use to transfer objects from your data center, when you are using Amazon CloudFront?",2.0,Other
"You have deployed multiple EC2 instances across multiple availability zones to run your website. You have also deployed a Multi-AZ RDS MySQL Extra Large DB Instance. The site performs a high number of small read and write operations per second. After some time, you observed that there is read contention on RDS MySQL. What would be your approach to resolve the contention and optimize your website?",1.0,SQL
Your company wants you to propose a solution so that the company’s data center can be connected to Amazon cloud network. What would be your proposal?,2.0,Other
Which of the following Amazon Services would you choose if you want complex querying capabilities but not a whole data warehouse?RDSRedshiftElastiCacheDynamoDB,1.0,Other
"You want to modify the security group rules while it is being used by multiple EC2 instances. Will you be able to do that? If yes, will the new rules be implemented on all previously running EC2 instances that were using that security group?",,Other
Which one of the following is a structured data store that supports indexing and data queries to both EC2 and S3? DynamoDBMySQLAuroraSimpleDB,1.0,Other
Which service offered by Amazon will you choose if you want to collect and process e-commerce data for near real-time analysis? (Choose any two)DynamoDBRedshiftAuroraSimpleDB,1.0,OS
"If in CloudFront the content is not present at an edge location, what will happen when a request is made for that content?",1.0,Other
Can you change the private IP address of an EC2 instance while it is in running or in a stopped state?,2.0,Other
"Which of the following options will you use if you have to move data over long distances using the Internet, from instances that are spread across countries to your Amazon S3 bucket?Amazon CloudFrontAmazon Transfer AccelerationAmazon SnowballAmazon Glacier",1.0,Other
Which of the following services is a data storage system that also has REST API interface and uses secure HMAC-SHA1 authentication keys?Amazon Elastic Block StoreAmazon SnapshotAmazon S3,1.0,Other
What is EC2?,1.0,Other
What is Snowball?,1.0,Other
What is CloudWatch?,1.0,Other
What is Elastic Transcoder?,1.0,Other
What do you understand by VPC?,1.0,Other
What does an AMI include?,1.0,Other
What are the Storage Classes available in Amazon S3?,1.0,Other
